
,,,1991," 4,13,09,582 "," +7,223,783 ",+21.19," 2,13,55,209 "," 1,99,54,373 "
,,,2001," 5,06,71,017 "," +9,361,435 ",+22.66," 2,63,85,577 "," 2,42,85,440 "
,,,2011," 6,04,39,692 "," +9,768,675 ",+19.28," 3,14,91,260 "," 2,89,48,432 "
,,,,,,,,
25,000,Daman & Diu ,1900," 32,005 ",                   ---,               ---," 16,046 "," 15,959 "
,,,1910," 32,470 ",+465,+1.45," 15,919 "," 16,551 "
,,,1921," 31,410 ","-1,060",-3.26," 14,659 "," 16,751 "
,,,1931," 36,429 ","+5,019",+15.98," 17,445 "," 18,984 "
,,,1940," 42,811 ","+6,382",+17.52," 20,584 "," 22,227 "
,,,1950," 48,611 ","+5,800",+13.55," 22,874 "," 25,737 "
,,,1960," 36,670 ","-11,941",-24.56," 16,909 "," 19,761 "
,,,1971," 62,651 ","+25,981",+70.85," 29,852 "," 32,799 "
,,,1981," 78,981 ","+16,330",+26.07," 38,298 "," 40,683 "
,,,1991," 1,01,586 ","+22,605",+28.62," 51,595 "," 49,991 "
,,,2001," 1,58,204 ","+56,618",+55.73," 92,512 "," 65,692 "
,,,2011," 2,43,247 ","+85,043",+53.76," 1,50,301 "," 92,946 "
,,,,,,,,
26,000,Dadra & Nagar Haveli,1900," 24,280 ",                   ---,               ---," 12,386 "," 11,894 "
,,,1910," 29,020 ","+4,740",+19.52," 14,754 "," 14,266 "
,,,1921," 31,048 ","+2,028",+6.99," 16,008 "," 15,040 "
,,,1931," 38,260 ","+7,212",+23.23," 20,017 "," 18,243 "
,,,1940," 40,441 ","+2,181",+5.70," 21,009 "," 19,432 "
,,,1950," 41,532 ","+1,091",+2.70," 21,345 "," 20,187 "
,,,1962," 57,963 ","+16,431",+39.56," 29,524 "," 28,439 "
,,,1971," 74,170 ","+16,207",+27.96," 36,964 "," 37,206 "
,,,1981," 1,03,676 ","+29,506",+39.78," 52,515 "," 51,161 "
,,,1991," 1,38,477 ","+34,801",+33.57," 70,953 "," 67,524 "
,,,2001," 2,20,490 ","+82,013",+59.22," 1,21,666 "," 98,824 "
,,,2011," 3,43,709 ","+123,219",+55.88," 1,93,760 "," 1,49,949 "
,,,,,,,,
27,000,Maharashtra  ##,1901," 1,93,91,643 ",                   ---,               ---," 98,02,129 "," 95,89,514 "
,,,1911," 2,14,74,523 ","+2,082,880",+10.74," 1,09,22,671 "," 1,05,51,852 "
,,,1921," 2,08,49,666 ","-624,857",-2.91," 1,06,92,865 "," 1,01,56,801 "
,,,1931," 2,39,59,300 ","+3,109,634",+14.91," 1,23,05,958 "," 1,16,53,342 "
,,,1941," 2,68,32,758 ","+2,873,458",+11.99," 1,37,69,460 "," 1,30,63,298 "
,,,1951," 3,20,02,564 ","+5,169,806",+19.27," 1,64,90,039 "," 1,55,12,525 "
,,,1961," 3,95,53,718 ","+7,551,154",+23.60," 2,04,28,882 "," 1,91,24,836 "
,,,1971," 5,04,12,235 ","+10,858,517",+27.45," 2,61,16,351 "," 2,42,95,884 "
,,,1981," 6,27,82,818 ","+12,370,583",+24.54," 3,24,14,432 "," 3,03,68,386 "
,,,1991," 7,89,37,187 ","+16,154,369",+25.73," 4,08,25,618 "," 3,81,11,569 "
,,,2001," 9,68,78,627 ","+17,941,440",+22.73," 5,04,00,596 "," 4,64,78,031 "
,,,2011," 11,23,74,333 ","+15,495,706",+15.99," 5,82,43,056 "," 5,41,31,277 "
,,,,,,,,
28,000,Andhra Pradesh @@,1901," 1,90,65,921 ",                   ---,               ---," 96,07,091 "," 94,58,830 "
,,,1911," 2,14,47,412 ","+2,381,491",+12.49," 1,07,69,322 "," 1,06,78,090 "
,,,1921," 2,14,20,448 ","-26,964",-0.13," 1,07,49,220 "," 1,06,71,228 "
,,,1931," 2,42,03,573 ","+2,783,125",+12.99," 1,21,83,673 "," 1,20,19,900 "
,,,1941," 2,72,89,340 ","+3,085,767",+12.75," 1,37,82,365 "," 1,35,06,975 "
,,,1951," 3,11,15,259 ","+3,825,919",+14.02," 1,56,70,565 "," 1,54,44,694 "
,,,1961," 3,59,83,447 ","+4,868,188",+15.65," 1,81,61,671 "," 1,78,21,776 "
,,,1971," 4,35,02,708 ","+7,519,261",+20.90," 2,20,08,663 "," 2,14,94,045 "
,,,1981," 5,35,51,026 ","+10,048,318",+23.10," 2,71,09,616 "," 2,64,41,410 "
,,,1991," 6,65,08,008 ","+12,956,982",+24.20," 3,37,24,581 "," 3,27,83,427 "
,,,2001," 7,62,10,007 ","+9,701,999",+14.59," 3,85,27,413 "," 3,76,82,594 "
,,,2011," 8,45,80,777 ","+8,370,770",+10.98," 4,24,42,146 "," 4,21,38,631 "
,,,,,,,,
29,000,Karnataka,1901," 1,30,54,754 ",                   ---,               ---," 65,82,105 "," 64,72,649 "
,,,1911," 1,35,25,251 ","+470,497",+3.60," 68,27,801 "," 66,97,450 "
,,,1921," 1,33,77,599 ","-147,652",-1.09," 67,93,718 "," 65,83,881 "
,,,1931," 1,46,32,992 ","+1,255,393",+9.38," 74,45,458 "," 71,87,534 "
,,,1941," 1,62,55,368 ","+1,622,376",+11.09," 82,94,043 "," 79,61,325 "
,,,1951," 1,94,01,956 ","+3,146,588",+19.36," 98,66,923 "," 95,35,033 "
,,,1961," 2,35,86,772 ","+4,184,816",+21.57," 1,20,40,923 "," 1,15,45,849 "
,,,1971," 2,92,99,014 ","+5,712,242",+24.22," 1,49,71,900 "," 1,43,27,114 "
,,,1981," 3,71,35,714 ","+7,836,700",+26.75," 1,89,22,627 "," 1,82,13,087 "
,,,1991," 4,49,77,201 ","+7,841,487",+21.12," 2,29,51,917 "," 2,20,25,284 "
,,,2001," 5,28,50,562 ","+7,873,361",+17.51," 2,68,98,918 "," 2,59,51,644 "
,,,2011," 6,10,95,297 ","+8,244,735",+15.60," 3,09,66,657 "," 3,01,28,640 "
,,,,,,,,
30,000,Goa,1900," 4,75,513 ",                   ---,               ---," 2,27,393 "," 2,48,120 "
,,,1910," 4,86,752 ","+11,239",+2.36," 2,30,923 "," 2,55,829 "
,,,1921," 4,69,494 ",-17258,-3.55," 2,21,429 "," 2,48,065 "
,,,1931," 5,05,281 ","+35,787",+7.62," 2,41,936 "," 2,63,345 "
,,,1940," 5,40,925 ","+35,644",+7.05," 2,59,591 "," 2,81,334 "
,,,1950," 5,47,448 ","+6,523",+1.21," 2,57,267 "," 2,90,181 "
,,,1960," 5,89,997 ","+42,549",+7.77," 2,85,625 "," 3,04,372 "
,,,1971," 7,95,120 ","+205,123",+34.77," 4,01,362 "," 3,93,758 "
,,,1981," 10,07,749 ","+212,629",+26.74," 5,10,152 "," 4,97,597 "
,,,1991," 11,69,793 ","+162,044",+16.08," 5,94,790 "," 5,75,003 "
,,,2001," 13,47,668 ","+177,875",+15.21," 6,87,248 "," 6,60,420 "
,,,2011," 14,58,545 ","+110,877",+8.23," 7,39,140 "," 7,19,405 "
,,,,,,,,
31,000,Lakshadweep,1901," 13,882 ",                   ---,               ---," 6,728 "," 7,154 "
,,,1911," 14,555 ",+673,+4.85," 7,325 "," 7,230 "
,,,1921," 13,637 ",-918,-6.31," 6,727 "," 6,910 "
,,,1931," 16,040 ","+2,403",+17.62," 8,045 "," 7,995 "
,,,1941," 18,355 ","+2,315",+14.43," 9,096 "," 9,259 "
,,,1951," 21,035 ","+2,680",+14.60," 10,295 "," 10,740 "
,,,1961," 24,108 ","+3,073",+14.61," 11,935 "," 12,173 "
,,,1971," 31,810 ","+7,702",+31.95," 16,078 "," 15,732 "
,,,1981," 40,249 ","+8,439",+26.53," 20,377 "," 19,872 "
,,,1991," 51,707 ","+11,458",+28.47," 26,618 "," 25,089 "
,,,2001," 60,650 ","+8,943",+17.30," 31,131 "," 29,519 "
,,,2011," 64,473 ","+3,823",+6.30," 33,123 "," 31,350 "
,,,,,,,,
32,000,Kerala,1901," 63,96,262 ",                   ---,               ---," 31,91,466 "," 32,04,796 "
,,,1911," 71,47,673 ","+751,411",+11.75," 35,59,425 "," 35,88,248 "
,,,1921," 78,02,127 ","+654,454",+9.16," 38,79,458 "," 39,22,669 "
,,,1931," 95,07,050 ","+1,704,923",+21.85," 47,02,951 "," 48,04,099 "
,,,1941," 1,10,31,541 ","+1,524,491",+16.04," 54,43,296 "," 55,88,245 "
,,,1951," 1,35,49,118 ","+2,517,577",+22.82," 66,81,901 "," 68,67,217 "
,,,1961," 1,69,03,715 ","+3,354,597",+24.76," 83,61,927 "," 85,41,788 "
,,,1971," 2,13,47,375 ","+4,443,660",+26.29," 1,05,87,851 "," 1,07,59,524 "
,,,1981," 2,54,53,680 ","+4,106,305",+19.24," 1,25,27,767 "," 1,29,25,913 "
,,,1991," 2,90,98,518 ","+3,644,838",+14.32," 1,42,88,995 "," 1,48,09,523 "
,,,2001," 3,18,41,374 ","+2,742,856",+9.43," 1,54,68,614 "," 1,63,72,760 "
,,,2011," 3,34,06,061 ","+1,564,687",+4.91," 1,60,27,412 "," 1,73,78,649 "
,,,,,,,,
33,000,Tamil Nadu,1901," 1,92,52,630 ",                   ---,               ---," 94,19,398 "," 98,33,232 "
,,,1911," 2,09,02,616 ","+1,649,986",+8.57," 1,02,36,951 "," 1,06,65,665 "
,,,1921," 2,16,28,518 ","+725,902",+3.47," 1,06,59,489 "," 1,09,69,029 "
,,,1931," 2,34,72,099 ","+1,843,581",+8.52," 1,15,77,988 "," 1,18,94,111 "
,,,1941," 2,62,67,507 ","+2,795,408",+11.91," 1,30,56,967 "," 1,32,10,540 "
,,,1951," 3,01,19,047 ","+3,851,540",+14.66," 1,50,03,724 "," 1,51,15,323 "
,,,1961," 3,36,86,953 ","+3,567,906",+11.85," 1,69,10,978 "," 1,67,75,975 "
,,,1971," 4,11,99,168 ","+7,512,215",+22.30," 2,08,28,021 "," 2,03,71,147 "
,,,1981," 4,84,08,077 ","+7,208,909",+17.50," 2,44,87,624 "," 2,39,20,453 "
,,,1991," 5,58,58,946 ","+7,450,869",+15.39," 2,82,98,975 "," 2,75,59,971 "
,,,2001," 6,24,05,679 ","+6,546,733",+11.72," 3,14,00,909 "," 3,10,04,770 "
,,,2011," 7,21,47,030 ","+9,741,351",+15.61," 3,61,37,975 "," 3,60,09,055 "
,,,,,,,,
34,000,Puducherry,1901," 2,46,354 ",                   ---,               ---,    N.A,    N.A
,,,1911," 2,57,179 ","+10,825",+4.39," 1,24,961 "," 1,32,218 "
,,,1921," 2,44,156 ","-13,023",-5.06," 1,18,953 "," 1,25,203 "
,,,1931," 2,58,628 ","+14,472",+5.93,      N.A ,      N.A 
,,,1941," 2,85,011 ","+26,383",+10.20,      N.A ,      N.A 
,,,1948," 3,17,253 ","+32,242",+11.31," 1,56,275 "," 1,60,978 "
,,,1961," 3,69,079 ","+51,826",+16.34," 1,83,347 "," 1,85,732 "
,,,1971," 4,71,707 ","+102,628",+27.81," 2,37,112 "," 2,34,595 "
,,,1981," 6,04,471 ","+132,764",+28.15," 3,04,561 "," 2,99,910 "
,,,1991," 8,07,785 ","+203,314",+33.64," 4,08,081 "," 3,99,704 "
,,,2001," 9,74,345 ","+166,560",+20.62," 4,86,961 "," 4,87,384 "
,,,2011," 12,47,953 ","+273,608",+28.08," 6,12,511 "," 6,35,442 "
,,,,,,,,
35,000,Andaman & Nicobar Islands,1901," 24,649 ",                   ---,               ---," 18,695 "," 5,954 "
,,,1911," 26,459 ","+1,810",+7.34," 19,570 "," 6,889 "
,,,1921," 27,086 ",+627,+2.37," 20,793 "," 6,293 "
,,,1931," 29,463 ","+2,377",+8.78," 19,702 "," 9,761 "
,,,1941," 33,768 ","+4,305",+14.61," 21,458 "," 12,310 "
,,,1951," 30,971 ","-2,797",-8.28," 19,055 "," 11,916 "
,,,1961," 63,548 ","+32,577",+105.19," 39,304 "," 24,244 "
,,,1971," 1,15,133 ","+51,585",+81.17," 70,027 "," 45,106 "
,,,1981," 1,88,741 ","+73,608",+63.93," 1,07,261 "," 81,480 "
,,,1991," 2,80,661 ","+91,920",+48.70," 1,54,369 "," 1,26,292 "
,,,2001," 3,56,152 ","+75,491",+26.90," 1,92,972 "," 1,63,180 "
,,,2011," 3,80,581 ","+24,429",+6.86," 2,02,871 "," 1,77,710 "
,,,,,,,,
